,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Merge,Entity,Code,Year,Coal Electricity (TWh),Gas Electricity (TWh),Hydro Electricity (TWh),Nuclear Electricity (TWh),Oil Electricity (TWh),Other Renewables Electricity (TWh),Solar Electricity (TWh),Wind Electricity (TWh),Biofuels Energy (TWh),Coal Energy (TWh),Gas Energy (TWh),Other Energy (TWh),Hydro Energy (TWh),Nuclear Energy (TWh),Solar Energy (TWh),Wind Energy (TWh),Oil Energy (TWh),Total Electricity,Total Energy,Total Fossil Fuel Electricity (TWh),Total Sustainable Electricity (TWh),Total Fossil Fuel Energy (TWh),Total Sustainable Energy (TWh),Coal Electricity Share (%),Gas Electricity Share (%),Hydro Electricity Share (%),Nuclear Electricity Share (%),Oil Electricity Share (%),Other Renewables Electricity Share (%),Solar Electricity Share (%),Wind Electricity Share (%),Total Fossil Fuel Electricity Share (%),Total Sustainable Electricity Share (%),Biofuels Energy Share (%),Coal Energy Share (%),Gas Energy Share (%),Other Energy Share (%),Hydro Energy Share (%),Nuclear Energy Share (%),Solar Energy Share (%),Wind Energy Share (%),Oil Energy Share (%),Total Fossil Fuel Energy Share (%),Total Sustainable Energy Share (%),Coal Electricity per Capita (TWh/person),Gas Electricity per Capita (TWh/person),Hydro Electricity per Capita (TWh/person),Nuclear Electricity per Capita (TWh/person),Oil Electricity per Capita (TWh/person),Other Renewables Electricity per Capita (TWh/person),Solar Electricity per Capita (TWh/person),Wind Electricity per Capita (TWh/person),Total Fossil Fuel Electricity per Capita (TWh/person),Total Sustainable Electricity per Capita (TWh/person),Biofuels Energy per Capita (TWh/person),Coal Energy per Capita (TWh/person),Gas Energy per Capita (TWh/person),Other Energy per Capita (TWh/person),Hydro Energy per Capita (TWh/person),Nuclear Energy per Capita (TWh/person),Solar Energy per Capita (TWh/person),Wind Energy per Capita (TWh/person),Oil Energy per Capita (TWh/person),Total Fossil Fuel Energy per Capita (TWh/person),Total Sustainable Energy per Capita (TWh/person),Coal Electricity per Capita (TWh/$),Gas Electricity per Capita (TWh/$),Hydro Electricity per Capita (TWh/$),Nuclear Electricity per Capita (TWh/$),Oil Electricity per Capita (TWh/$),Other Renewables Electricity per Capita (TWh/$),Solar Electricity per Capita (TWh/$),Wind Electricity per Capita (TWh/$),Total Fossil Fuel Electricity per Capita (TWh/$),Total Sustainable Electricity per Capita (TWh/$),Biofuels Energy per Capita (TWh/$),Coal Energy per Capita (TWh/$),Gas Energy per Capita (TWh/$),Other Energy per Capita (TWh/$),Hydro Energy per Capita (TWh/$),Nuclear Energy per Capita (TWh/$),Solar Energy per Capita (TWh/$),Wind Energy per Capita (TWh/$),Oil Energy per Capita (TWh/$),Total Fossil Fuel Energy per Capita (TWh/$),Total Sustainable Energy per Capita (TWh/$),GDP per capita (2011 USD),Population,GDP (2011 USD)
143,4494,4494,4494,Norway2019,Norway,NOR,2019,0,2.652333333,125.2564892,0,0,0.260489732,0.112546993,5.537849363,0,9.348019722,44.93887278,0.645028889,310.1621836,0,0.278690833,13.71291389,107.3259617,inf,inf,2.652333333,131.1673753,161.6128542,324.7988172,0,0.0198202,0.936009281,0,0,0.001946572,0.000841035,0.041382913,0.0198202,0.9801798,0,0.019218329,0.092388558,0.001326097,0.637653662,0,0.000572953,0.028191992,0.22064841,0.332255297,0.667744703,0,4.93E-07,2.33E-05,0,0,4.84E-08,2.09E-08,1.03E-06,4.93E-07,2.44E-05,0,1.74E-06,8.35E-06,1.20E-07,5.77E-05,0,5.18E-08,2.55E-06,2.00E-05,3.00E-05,6.04E-05,,inf,inf,,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,5379000,0
144,4549,4549,4549,Oman2019,Oman,OMN,2019,0,35.013,0,0,0,0,0.003755234,0,0,1.911756111,250.0952269,0,0,0,0.009305556,0,168.5324819,inf,inf,35.013,0.003755234,420.5394649,0.009305556,0,0.999892759,0,0,0,0,0.000107241,0,0.999892759,0.000107241,0,0.004545861,0.594687809,0,0,0,2.21E-05,0,0.400744203,0.999977873,2.21E-05,0,7.04E-06,0,0,0,0,7.55E-10,0,7.04E-06,7.55E-10,0,3.84E-07,5.03E-05,0,0,0,1.87E-09,0,3.39E-05,8.45E-05,1.87E-09,,inf,,,,,inf,,inf,inf,,inf,inf,,,,inf,,inf,inf,inf,0,4975000,0
145,4604,4604,4604,Pakistan2019,Pakistan,PAK,2019,33.00408068,27.0064367,35.60456848,9.519897536,32.03621123,0.945000989,1.160308548,4.778223629,0,152.9334911,456.6428208,2.340026944,88.16461944,23.57332722,2.873175278,11.83191611,250.6706464,inf,inf,92.04672861,52.00799918,860.2469583,128.783065,0.229107931,0.187473449,0.247160014,0.066085284,0.222389169,0.006560014,0.008054637,0.033169502,0.63897055,0.36102945,0,0.154629776,0.461707744,0.002365982,0.089142511,0.023834794,0.002905044,0.011963152,0.253450998,0.869788518,0.130211482,1.52E-07,1.25E-07,1.64E-07,4.40E-08,1.48E-07,4.36E-09,5.36E-09,2.21E-08,4.25E-07,2.40E-07,0,7.06E-07,2.11E-06,1.08E-08,4.07E-07,1.09E-07,1.33E-08,5.46E-08,1.16E-06,3.97E-06,5.95E-07,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,216564992,0
146,4624,4624,4624,Palestine2019,Palestine,PSE,2019,0,0,0,0,0.469666667,0.001333333,0,0,0,0,0,0,0,0,0,0,0,inf,,0.469666667,0.001333333,0,0,0,0,0,0,0.997169144,0.002830856,0,0,0.997169144,0.002830856,,,,,,,,,,,,0,0,0,0,9.43E-08,2.68E-10,0,0,9.43E-08,2.68E-10,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,inf,,,inf,inf,,,,,,,,,,,,0,4981000,0
147,4644,4644,4644,Panama2019,Panama,PAN,2019,0.617109145,0.822812193,8.303333333,0,1.349411996,0.031333333,0.202666667,0.513333333,0,0,0,0,0,0,0,0,0,inf,,2.789333334,9.050666666,0,0,0.052120705,0.069494273,0.701295045,0,0.113970608,0.002646396,0.017117117,0.043355856,0.235585586,0.764414414,,,,,,,,,,,,1.45E-07,1.94E-07,1.96E-06,0,3.18E-07,7.38E-09,4.77E-08,1.21E-07,6.57E-07,2.13E-06,0,0,0,0,0,0,0,0,0,0,0,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,4246000,0
148,4664,4664,4664,Papua New Guinea2019,Papua New Guinea,PNG,2019,0,1.113128834,0.719333333,0,2.162871166,0.039666667,0.002333333,0,0,0,0,0,0,0,0,0,0,inf,,3.276,0.761333333,0,0,0,0.275708925,0.178170409,0,0.535717759,0.009824967,0.000577939,0,0.811426684,0.188573316,,,,,,,,,,,,0,1.27E-07,8.20E-08,0,2.46E-07,4.52E-09,2.66E-10,0,3.73E-07,8.68E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,8776000,0
149,4684,4684,4684,Paraguay2019,Paraguay,PRY,2019,0,0,59.754,0,0,0.137333333,0,0,0,0,0,0,0,0,0,0,0,inf,,0,59.89133333,0,0,0,0,0.997706958,0,0,0.002293042,0,0,0,1,,,,,,,,,,,,0,0,8.48E-06,0,0,1.95E-08,0,0,0,8.50E-06,0,0,0,0,0,0,0,0,0,0,0,,,inf,,,inf,,,,inf,,,,,,,,,,,,0,7045000,0
150,4739,4739,4739,Peru2019,Peru,PER,2019,0.593502344,19.16383099,31.58605922,0,0,1.614181247,0.76172576,1.64616197,0,6.04809,82.99935417,3.997062222,78.21392056,0,1.886197778,4.076253333,140.6901967,inf,inf,19.75733333,35.6081282,229.7376409,88.17343389,0.010719722,0.34613332,0.570501145,0,0,0.029155022,0.01375814,0.029732651,0.356853041,0.643146959,0,0.019024471,0.261077266,0.012572894,0.246024523,0,0.005933099,0.012821992,0.442545755,0.722647492,0.277352508,1.83E-08,5.89E-07,9.72E-07,0,0,4.97E-08,2.34E-08,5.06E-08,6.08E-07,1.10E-06,0,1.86E-07,2.55E-06,1.23E-07,2.41E-06,0,5.80E-08,1.25E-07,4.33E-06,7.07E-06,2.71E-06,inf,inf,inf,,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,32510000,0
151,4794,4794,4794,Philippines2019,Philippines,PHL,2019,48.90130353,18.99882887,9.657980864,0,11.56643139,11.77196612,1.331099247,1.174914783,0,202.6374692,40.80428694,29.14993667,23.91525139,0,3.29609,2.909343333,253.1707794,inf,inf,79.46656379,23.93596101,496.6125355,59.27062139,0.472921755,0.183736605,0.09340179,0,0.111858307,0.113846022,0.012872986,0.011362535,0.768516668,0.231483332,0,0.364532486,0.073404431,0.052438964,0.043022083,0,0.005929465,0.005233732,0.455438839,0.893375756,0.106624244,4.52E-07,1.76E-07,8.93E-08,0,1.07E-07,1.09E-07,1.23E-08,1.09E-08,7.35E-07,2.21E-07,0,1.87E-06,3.77E-07,2.70E-07,2.21E-07,0,3.05E-08,2.69E-08,2.34E-06,4.59E-06,5.48E-07,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,108117000,0
152,4849,4849,4849,Poland2019,Poland,POL,2019,121.8790338,14.782,1.954,0,1.212,7.347,0.713,15.037,11.41303691,530.6741939,203.7706764,18.1927625,4.838526944,0,1.765542222,37.23486722,373.5167769,inf,inf,137.8730338,25.051,1107.961647,73.4447358,0.748072773,0.090729401,0.01199332,0,0.00743905,0.045094636,0.004376273,0.092294548,0.846241224,0.153758776,0.009660551,0.449188528,0.172481442,0.015399242,0.004095565,0,0.001494441,0.031517408,0.316162823,0.937832792,0.062167208,3.22E-06,3.90E-07,5.16E-08,0,3.20E-08,1.94E-07,1.88E-08,3.97E-07,3.64E-06,6.61E-07,3.01E-07,1.40E-05,5.38E-06,4.80E-07,1.28E-07,0,4.66E-08,9.83E-07,9.86E-06,2.92E-05,1.94E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,37888000,0
153,4904,4904,4904,Portugal2019,Portugal,PRT,2019,6.23625804,17.30028916,8.74,0,1.228041586,3.547,1.275,13.738,3.239104983,16.01451,61.29047111,8.78314,21.64213222,0,3.157176111,34.01826222,141.5403567,inf,inf,24.76458879,27.3,218.8453378,70.83981553,0.119779262,0.33228514,0.167868415,0,0.023586887,0.068126919,0.024488813,0.263864564,0.475651289,0.524348711,0.011181467,0.055282467,0.211576156,0.030319607,0.074709152,0,0.010898647,0.117431846,0.488600659,0.755459282,0.244540718,6.10E-07,1.69E-06,8.55E-07,0,1.20E-07,3.47E-07,1.25E-07,1.34E-06,2.42E-06,2.67E-06,3.17E-07,1.57E-06,5.99E-06,8.59E-07,2.12E-06,0,3.09E-07,3.33E-06,1.38E-05,2.14E-05,6.93E-06,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,0,10226000,0
154,4924,4924,4924,Puerto Rico2019,Puerto Rico,PRI,2019,3.0174,6.0348,0.048333333,0,6.0348,0.014666667,0.180666667,0.119,0,0,0,0,0,0,0,0,0,inf,,15.087,0.362666667,0,0,0.195305185,0.390610369,0.003128439,0,0.390610369,0.000949319,0.011693888,0.007702432,0.976525923,0.023474077,,,,,,,,,,,,1.03E-06,2.06E-06,1.65E-08,0,2.06E-06,5.00E-09,6.16E-08,4.06E-08,5.14E-06,1.24E-07,0,0,0,0,0,0,0,0,0,0,0,inf,inf,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,2933000,0
155,4979,4979,4979,Qatar2019,Qatar,QAT,2019,0,44.093,0,0,0,0.114844,0.008364,0,0,0,410.7291422,0.284378611,0,0,0.020722222,0,150.8854269,inf,inf,44.093,0.123208,561.6145691,0.305100833,0,0.99721351,0,0,0,0.002597328,0.000189161,0,0.99721351,0.00278649,0,0,0.73093925,0.000506084,0,0,3.69E-05,0,0.268517788,0.999457038,0.000542962,0,1.56E-05,0,0,0,4.06E-08,2.95E-09,0,1.56E-05,4.35E-08,0,0,0.000145031,1.00E-07,0,0,7.32E-09,0,5.33E-05,0.00019831,1.08E-07,,inf,,,,inf,inf,,inf,inf,,,inf,inf,,,inf,,inf,inf,inf,0,2832000,0
156,4999,4999,4999,Reunion2019,Reunion,REU,2019,0,0,0.503,0,2.131,0.269666667,0.261,0.013333333,0,0,0,0,0,0,0,0,0,inf,,2.131,1.047,0,0,0,0,0.158275645,0,0.670547514,0.084854206,0.082127124,0.004195511,0.670547514,0.329452486,,,,,,,,,,,,0,0,5.66E-07,0,2.40E-06,3.03E-07,2.94E-07,1.50E-08,2.40E-06,1.18E-06,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,inf,inf,inf,,,,,,,,,,,,0,889000,0
157,5054,5054,5054,Romania2019,Romania,ROU,2019,13.39692645,9.299512509,15.43260888,11.28,0.710047,0.544858718,1.734,6.744,0,53.21280944,108.8482208,1.349188056,38.21448056,27.93172194,4.293759444,16.69960389,125.9229392,inf,inf,23.40648596,35.7354676,287.9839694,88.48875389,0.226521541,0.157240537,0.260941818,0.190727552,0.012005809,0.009212728,0.029319289,0.114030728,0.395767886,0.604232114,0,0.141345723,0.289126447,0.00358376,0.101506638,0.074193216,0.011405234,0.044358071,0.33448091,0.764953081,0.235046919,6.92E-07,4.80E-07,7.97E-07,5.82E-07,3.67E-08,2.81E-08,8.95E-08,3.48E-07,1.21E-06,1.85E-06,0,2.75E-06,5.62E-06,6.97E-08,1.97E-06,1.44E-06,2.22E-07,8.62E-07,6.50E-06,1.49E-05,4.57E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,19365000,0
158,5089,5089,5089,Russia2019,Russia,RUS,2019,182.1816746,519.5373688,194.37614,208.98567,6.935917797,0.520282,0.98505,0.31481,0,1008.006714,4443.127211,1.288330833,481.3174025,517.4937617,2.439196944,0.779537778,1824.720399,inf,inf,708.6549612,405.181952,7275.854324,1003.31823,0.163562253,0.466439353,0.174510413,0.187626813,0.00622705,0.000467108,0.000884375,0.000282636,0.636228655,0.363771345,0,0.121752108,0.536663197,0.000155611,0.058135931,0.062505493,0.000294618,9.42E-05,0.220398885,0.87881419,0.12118581,1.25E-06,3.56E-06,1.33E-06,1.43E-06,4.75E-08,3.57E-09,6.75E-09,2.16E-09,4.86E-06,2.78E-06,0,6.91E-06,3.05E-05,8.83E-09,3.30E-06,3.55E-06,1.67E-08,5.34E-09,1.25E-05,4.99E-05,6.88E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,145872000,0
159,5109,5109,5109,Rwanda2019,Rwanda,RWA,2019,0,0.225526642,0.339333333,0,0.170473358,0.002,0,0,0,0,0,0,0,0,0,0,0,inf,,0.396,0.341333333,0,0,0,0.305867959,0.460216998,0,0.231202565,0.002712477,0,0,0.537070525,0.462929475,,,,,,,,,,,,0,1.79E-08,2.69E-08,0,1.35E-08,1.58E-10,0,0,3.14E-08,2.70E-08,0,0,0,0,0,0,0,0,0,0,0,,inf,inf,,inf,inf,,,inf,inf,,,,,,,,,,,,0,12627000,0
160,5129,5129,5129,Saint Helena2019,Saint Helena,SHN,2019,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.007,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,1.17E-06,0,0,0,1.17E-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,,inf,,,,,,,,,,,,,0,6000,0
161,5149,5149,5149,Saint Kitts and Nevis2019,Saint Kitts and Nevis,KNA,2019,0,0,0,0,0.186,0,0,0.008,0,0,0,0,0,0,0,0,0,inf,,0.186,0.008,0,0,0,0,0,0,0.958762887,0,0,0.041237113,0.958762887,0.041237113,,,,,,,,,,,,0,0,0,0,3.51E-06,0,0,1.51E-07,3.51E-06,1.51E-07,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,inf,inf,inf,,,,,,,,,,,,0,53000,0
162,5169,5169,5169,Saint Lucia2019,Saint Lucia,LCA,2019,0,0,0,0,0.382,0,0.001,0,0,0,0,0,0,0,0,0,0,inf,,0.382,0.001,0,0,0,0,0,0,0.997389034,0,0.002610966,0,0.997389034,0.002610966,,,,,,,,,,,,0,0,0,0,2.09E-06,0,5.46E-09,0,2.09E-06,5.46E-09,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,183000,0
163,5189,5189,5189,Saint Pierre and Miquelon2019,Saint Pierre and Miquelon,SPM,2019,0,0,0,0,0.046333333,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.046333333,0,0,0,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,0,0,0,0,7.72E-06,0,0,0,7.72E-06,0,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,,inf,,,,,,,,,,,,,0,6000,0
164,5209,5209,5209,Saint Vincent and the Grenadines2019,Saint Vincent and the Grenadines,VCT,2019,0,0,0.026333333,0,0.076,0,0.002333333,0,0,0,0,0,0,0,0,0,0,inf,,0.076,0.028666666,0,0,0,0,0.251592355,0,0.726114654,0,0.022292991,0,0.726114654,0.273885346,,,,,,,,,,,,0,0,2.37E-07,0,6.85E-07,0,2.10E-08,0,6.85E-07,2.58E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,inf,,inf,inf,,,,,,,,,,,,0,111000,0
165,5229,5229,5229,Samoa2019,Samoa,WSM,2019,0,0,0.032333333,0,0.103,0,0,0.0002,0,0,0,0,0,0,0,0,0,inf,,0.103,0.032533333,0,0,0,0,0.238563697,0,0.759960651,0,0,0.001475652,0.759960651,0.240039349,,,,,,,,,,,,0,0,1.64E-07,0,5.23E-07,0,0,1.02E-09,5.23E-07,1.65E-07,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,,inf,inf,inf,,,,,,,,,,,,0,197000,0
166,5249,5249,5249,Sao Tome and Principe2019,Sao Tome and Principe,STP,2019,0,0,0.006666667,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,inf,,0.083333333,0.006666667,0,0,0,0,0.074074078,0,0.925925922,0,0,0,0.925925922,0.074074078,,,,,,,,,,,,0,0,3.10E-08,0,3.88E-07,0,0,0,3.88E-07,3.10E-08,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,,,,inf,inf,,,,,,,,,,,,0,215000,0
167,5304,5304,5304,Saudi Arabia2019,Saudi Arabia,SAU,2019,0,206.0276738,0,0,149.5956492,0,1.78104239,0,0,1.189381667,1136.442864,0,0,0,4.410246667,0,1923.383516,inf,inf,355.623323,1.78104239,3061.015762,4.410246667,0,0.576455393,0,0,0.418561337,0,0.00498327,0,0.99501673,0.00498327,0,0.000387999,0.370729178,0,0,0,0.001438706,0,0.627444117,0.998561294,0.001438706,0,6.01E-06,0,0,4.37E-06,0,5.20E-08,0,1.04E-05,5.20E-08,0,3.47E-08,3.32E-05,0,0,0,1.29E-07,0,5.61E-05,8.93E-05,1.29E-07,,inf,,,inf,,inf,,inf,inf,,inf,inf,,,,inf,,inf,inf,inf,0,34269000,0
168,5324,5324,5324,Senegal2019,Senegal,SEN,2019,0,0,0.335333333,0,4.091333333,0.066333333,0.176666667,0,0,0,0,0,0,0,0,0,0,inf,,4.091333333,0.578333333,0,0,0,0,0.071810979,0,0.876151046,0.014205154,0.037832822,0,0.876151046,0.123848954,,,,,,,,,,,,0,0,2.06E-08,0,2.51E-07,4.07E-09,1.08E-08,0,2.51E-07,3.55E-08,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,16296000,0
169,5344,5344,5344,Serbia2019,Serbia,SRB,2019,24.65333333,0,10.59733333,0,0,0.097666667,0.013666667,0.063666667,0,0,0,0,0,0,0,0,0,inf,,24.65333333,10.77233333,0,0,0.695917273,0,0.299142806,0,0,0.002756946,0.000385784,0.00179719,0.695917273,0.304082727,,,,,,,,,,,,2.81E-06,0,1.21E-06,0,0,1.11E-08,1.56E-09,7.26E-09,2.81E-06,1.23E-06,0,0,0,0,0,0,0,0,0,0,0,inf,,inf,,,inf,inf,inf,inf,inf,,,,,,,,,,,,0,8772000,0
170,5364,5364,5364,Seychelles2019,Seychelles,SYC,2019,0,0,0,0,0.417666667,0,0,-0.002333333,0,0,0,0,0,0,0,0,0,inf,,0.417666667,-0.002333333,0,0,0,0,0,0,1.005617977,0,0,-0.005617977,1.005617977,-0.005617977,,,,,,,,,,,,0,0,0,0,4.26E-06,0,0,-2.38E-08,4.26E-06,-2.38E-08,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,,#NAME?,inf,#NAME?,,,,,,,,,,,,0,98000,0
171,5384,5384,5384,Sierra Leone2019,Sierra Leone,SLE,2019,0,0,0.132,0,0.075666667,0.004,0,0,0,0,0,0,0,0,0,0,0,inf,,0.075666667,0.136,0,0,0,0,0.623622046,0,0.357480316,0.018897638,0,0,0.357480316,0.642519684,,,,,,,,,,,,0,0,1.69E-08,0,9.68E-09,5.12E-10,0,0,9.68E-09,1.74E-08,0,0,0,0,0,0,0,0,0,0,0,,,inf,,inf,inf,,,inf,inf,,,,,,,,,,,,0,7813000,0
172,5439,5439,5439,Singapore2019,Singapore,SGP,2019,0,34.57453296,0,0,14.29746704,0.756488418,0.19461899,0,0,7.263303056,127.4110661,1.873229167,0,0,0.481918889,0,848.9885178,inf,inf,48.872,0.951107408,983.662887,2.355148056,0,0.693945736,0,0,0.286964579,0.015183485,0.003906199,0,0.980910315,0.019089685,0,0.007366298,0.129217785,0.001899792,0,0,0.000488753,0,0.861027372,0.997611455,0.002388545,0,5.96E-06,0,0,2.46E-06,1.30E-07,3.35E-08,0,8.42E-06,1.64E-07,0,1.25E-06,2.20E-05,3.23E-07,0,0,8.30E-08,0,0.000146276,0.00016948,4.06E-07,,inf,,,inf,inf,inf,,inf,inf,,inf,inf,inf,,,inf,,inf,inf,inf,0,5804000,0
173,5494,5494,5494,Slovakia2019,Slovakia,SVK,2019,2.340072484,1.926770049,4.247,15.48694563,0.536333034,1.313717542,0.589,0.003,0,31.72045083,48.50844556,3.253049167,10.51649139,38.34903,1.458491389,0.007416667,47.20968889,inf,inf,4.803175567,21.63966317,127.4385853,53.58447861,0.088495509,0.072865477,0.160610593,0.585676363,0.020282733,0.049681411,0.022274462,0.000113452,0.181643719,0.818356281,0,0.175228781,0.267968316,0.017970357,0.05809476,0.211846099,0.008056937,4.10E-05,0.260793779,0.703990876,0.296009124,4.29E-07,3.53E-07,7.78E-07,2.84E-06,9.83E-08,2.41E-07,1.08E-07,5.50E-10,8.80E-07,3.97E-06,0,5.81E-06,8.89E-06,5.96E-07,1.93E-06,7.03E-06,2.67E-07,1.36E-09,8.65E-06,2.34E-05,9.82E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,5457000,0
174,5524,5524,5524,Slovenia2019,Slovenia,SVN,2019,4.505491759,0.564221418,4.394370277,5.821258,0.014106618,0.279409443,0.268157,0.006138,0,11.96102528,8.56711,0.691878333,10.88141222,14.414695,0.664014722,0.015194444,29.53934889,inf,inf,5.083819795,10.76933272,50.06748417,26.66719472,0.284201628,0.035590487,0.277192203,0.367198763,0.00088983,0.01762485,0.016915058,0.000387179,0.320681946,0.679318054,0,0.155875094,0.11164587,0.009016501,0.141805666,0.187851115,0.008653385,0.000198013,0.384954356,0.65247532,0.34752468,2.17E-06,2.71E-07,2.11E-06,2.80E-06,6.79E-09,1.34E-07,1.29E-07,2.95E-09,2.45E-06,5.18E-06,0,5.75E-06,4.12E-06,3.33E-07,5.23E-06,6.93E-06,3.19E-07,7.31E-09,1.42E-05,2.41E-05,1.28E-05,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,2079000,0
175,5544,5544,5544,Solomon Islands2019,Solomon Islands,SLB,2019,0,0,0,0,0.103333333,0.004,0.003333333,0,0,0,0,0,0,0,0,0,0,inf,,0.103333333,0.007333333,0,0,0,0,0,0,0.933734942,0.036144579,0.030120479,0,0.933734942,0.066265058,,,,,,,,,,,,0,0,0,0,1.54E-07,5.97E-09,4.98E-09,0,1.54E-07,1.09E-08,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,inf,inf,,inf,inf,,,,,,,,,,,,0,670000,0
176,5564,5564,5564,Somalia2019,Somalia,SOM,2019,0,0,0,0,0.33,0,0.0146,0.006333333,0,0,0,0,0,0,0,0,0,inf,,0.33,0.020933333,0,0,0,0,0,0,0.940349545,0,0.041603344,0.018047112,0.940349545,0.059650455,,,,,,,,,,,,0,0,0,0,2.14E-08,0,9.45E-10,4.10E-10,2.14E-08,1.36E-09,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,inf,inf,inf,,,,,,,,,,,,0,15443000,0
177,5619,5619,5619,South Africa2019,South Africa,ZAF,2019,217.3242147,1.859260521,0.76008314,14.214193,1.202,0.42924867,5.26085279,6.93814721,0,1059.38997,42.83047306,1.0629125,1.882130278,35.19741917,13.02701028,17.18035444,328.7439797,inf,inf,220.3854752,27.60252481,1430.964423,68.34982667,0.876349721,0.007497381,0.003065,0.057318068,0.004847009,0.001730925,0.021214143,0.027977754,0.888694111,0.111305889,0,0.706583006,0.028566708,0.000708932,0.001255327,0.023475678,0.008688646,0.011458808,0.219262893,0.954412608,0.045587392,3.71E-06,3.18E-08,1.30E-08,2.43E-07,2.05E-08,7.33E-09,8.98E-08,1.18E-07,3.76E-06,4.71E-07,0,1.81E-05,7.31E-07,1.82E-08,3.21E-08,6.01E-07,2.22E-07,2.93E-07,5.61E-06,2.44E-05,1.17E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,58558000,0
178,5674,5674,5674,South Korea2019,South Korea,KOR,2019,238.7185025,150.7907639,2.775615,145.989984,7.431056959,14.344663,12.13291119,2.757888674,8.001446401,954.53225,559.67049,35.52049111,6.873023611,361.5028053,30.04371472,6.829129444,1473.366972,inf,inf,396.9403234,178.0010619,2987.569712,448.7706106,0.415204939,0.262271542,0.004827649,0.253921509,0.012924895,0.024949783,0.021102866,0.004796817,0.690401376,0.309598624,0.002328479,0.27777582,0.162868179,0.010336721,0.0020001,0.105199943,0.008742939,0.001987326,0.428760493,0.869404492,0.130595508,4.66E-06,2.94E-06,5.42E-08,2.85E-06,1.45E-07,2.80E-07,2.37E-07,5.38E-08,7.75E-06,3.47E-06,1.56E-07,1.86E-05,1.09E-05,6.93E-07,1.34E-07,7.06E-06,5.87E-07,1.33E-07,2.88E-05,5.83E-05,8.76E-06,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,0,51225000,0
179,5694,5694,5694,South Sudan2019,South Sudan,SSD,2019,0,0,0,0,0.495666667,0,0.003333333,0,0,0,0,0,0,0,0,0,0,inf,,0.495666667,0.003333333,0,0,0,0,0,0,0.993319974,0,0.006680026,0,0.993319974,0.006680026,,,,,,,,,,,,0,0,0,0,4.48E-08,0,3.01E-10,0,4.48E-08,3.01E-10,0,0,0,0,0,0,0,0,0,0,0,,,,,inf,,inf,,inf,inf,,,,,,,,,,,,0,11062000,0
